America/Nuuk,minutes,SSH,min,max
2022-12-12 02:30:00-03:00,330.0,-5.165736378481547,,
2022-12-12 02:31:00-03:00,331.0,-5.1651693557374925,,-5.1651693557374925
2022-12-12 02:32:00-03:00,332.0,-5.167061792233324,,
2022-12-12 02:33:00-03:00,333.0,-5.171412934955652,,
2022-12-12 02:34:00-03:00,334.0,-5.178221799524321,,
2022-12-12 02:35:00-03:00,335.0,-5.187487174449681,,
2022-12-12 02:36:00-03:00,336.0,-5.199207617792577,,
2022-12-12 02:37:00-03:00,337.0,-5.213381459291626,,
2022-12-12 02:38:00-03:00,338.0,-5.230006799555814,,
2022-12-12 02:39:00-03:00,339.0,-5.249081511097176,,
2022-12-12 02:40:00-03:00,340.0,-5.270603236787953,,
2022-12-12 02:41:00-03:00,341.0,-5.294569392512816,,
2022-12-12 02:42:00-03:00,342.0,-5.320977165314214,,
2022-12-12 02:43:00-03:00,343.0,-5.349823515082464,,
2022-12-12 02:44:00-03:00,344.0,-5.381105173340401,,
2022-12-12 02:45:00-03:00,345.0,-5.414818669083112,,
2022-12-12 02:46:00-03:00,346.0,-5.450960234235064,,
2022-12-12 02:47:00-03:00,347.0,-5.4895259430548595,,
2022-12-12 02:48:00-03:00,348.0,-5.5305116204151945,,
2022-12-12 02:49:00-03:00,349.0,-5.5739128648898895,,
2022-12-12 02:50:00-03:00,350.0,-5.619725051067916,,
2022-12-12 02:51:00-03:00,351.0,-5.667943327288061,,
2022-12-12 02:52:00-03:00,352.0,-5.718562617986716,,
2022-12-12 02:53:00-03:00,353.0,-5.771577658257517,,
2022-12-12 02:54:00-03:00,354.0,-5.826982854498279,,
2022-12-12 02:55:00-03:00,355.0,-5.884772492419399,,
2022-12-12 02:56:00-03:00,356.0,-5.94494060244522,,
2022-12-12 02:57:00-03:00,357.0,-6.007480991755688,,
2022-12-12 02:58:00-03:00,358.0,-6.072387245595266,,
2022-12-12 02:59:00-03:00,359.0,-6.139652727092919,,
2022-12-12 03:00:00-03:00,360.0,-6.209270581012858,,
2022-12-12 03:01:00-03:00,361.0,-6.281233728705285,,
2022-12-12 03:02:00-03:00,362.0,-6.355534874445751,,
2022-12-12 03:03:00-03:00,363.0,-6.4321665016269,,
2022-12-12 03:04:00-03:00,364.0,-6.511120876216939,,
2022-12-12 03:05:00-03:00,365.0,-6.592390045531067,,
2022-12-12 03:06:00-03:00,366.0,-6.675965841049461,,
2022-12-12 03:07:00-03:00,367.0,-6.7618398754646565,,
2022-12-12 03:08:00-03:00,368.0,-6.850003608362807,,
2022-12-12 03:09:00-03:00,369.0,-6.940448102839655,,
2022-12-12 03:10:00-03:00,370.0,-7.03316438723441,,
2022-12-12 03:11:00-03:00,371.0,-7.128143215784574,,
2022-12-12 03:12:00-03:00,372.0,-7.22537512966336,,
2022-12-12 03:13:00-03:00,373.0,-7.3248504596393955,,
2022-12-12 03:14:00-03:00,374.0,-7.426559322419163,,
2022-12-12 03:15:00-03:00,375.0,-7.5304916266608295,,
2022-12-12 03:16:00-03:00,376.0,-7.636637141158071,,
2022-12-12 03:17:00-03:00,377.0,-7.744985212540151,,
2022-12-12 03:18:00-03:00,378.0,-7.855525191228365,,
2022-12-12 03:19:00-03:00,379.0,-7.968246150815042,,
2022-12-12 03:20:00-03:00,380.0,-8.083136957211966,,
2022-12-12 03:21:00-03:00,381.0,-8.200186271821588,,
2022-12-12 03:22:00-03:00,382.0,-8.319382550437442,,
2022-12-12 03:23:00-03:00,383.0,-8.440714046393028,,
2022-12-12 03:24:00-03:00,384.0,-8.564168808535499,,
2022-12-12 03:25:00-03:00,385.0,-8.689734685706998,,
2022-12-12 03:26:00-03:00,386.0,-8.817399323573468,,
2022-12-12 03:27:00-03:00,387.0,-8.947150170700487,,
2022-12-12 03:28:00-03:00,388.0,-9.078974473778786,,
2022-12-12 03:29:00-03:00,389.0,-9.212859283597744,,
2022-12-12 03:30:00-03:00,390.0,-9.348791545250734,,
2022-12-12 03:31:00-03:00,391.0,-9.48675773404666,,
2022-12-12 03:32:00-03:00,392.0,-9.62674440210318,,
2022-12-12 03:33:00-03:00,393.0,-9.768737819003768,,
2022-12-12 03:34:00-03:00,394.0,-9.912724061333932,,
2022-12-12 03:35:00-03:00,395.0,-10.058689012528884,,
2022-12-12 03:36:00-03:00,396.0,-10.206618368115171,,
2022-12-12 03:37:00-03:00,397.0,-10.356497632193205,,
2022-12-12 03:38:00-03:00,398.0,-10.508312224258189,,
2022-12-12 03:39:00-03:00,399.0,-10.662047069783842,,
2022-12-12 03:40:00-03:00,400.0,-10.817687215279388,,
2022-12-12 03:41:00-03:00,401.0,-10.97521741858709,,
2022-12-12 03:42:00-03:00,402.0,-11.134622256178375,,
2022-12-12 03:43:00-03:00,403.0,-11.29588612143638,,
2022-12-12 03:44:00-03:00,404.0,-11.45899322783905,,
2022-12-12 03:45:00-03:00,405.0,-11.623927607008817,,
2022-12-12 03:46:00-03:00,406.0,-11.790673113040082,,
2022-12-12 03:47:00-03:00,407.0,-11.959213424259168,,
2022-12-12 03:48:00-03:00,408.0,-12.129532041313286,,
2022-12-12 03:49:00-03:00,409.0,-12.30161228988792,,
2022-12-12 03:50:00-03:00,410.0,-12.475437324488974,,
2022-12-12 03:51:00-03:00,411.0,-12.650990124447548,,
2022-12-12 03:52:00-03:00,412.0,-12.828253501510261,,
2022-12-12 03:53:00-03:00,413.0,-13.007210216626575,,
2022-12-12 03:54:00-03:00,414.0,-13.187842503202884,,
2022-12-12 03:55:00-03:00,415.0,-13.370132786694992,,
2022-12-12 03:56:00-03:00,416.0,-13.554063209320866,,
2022-12-12 03:57:00-03:00,417.0,-13.739615747473637,,
2022-12-12 03:58:00-03:00,418.0,-13.926772216227493,,
2022-12-12 03:59:00-03:00,419.0,-14.115514269207768,,
2022-12-12 04:00:00-03:00,420.0,-14.30582340172142,,
2022-12-12 04:01:00-03:00,421.0,-14.497681079184478,,
2022-12-12 04:02:00-03:00,422.0,-14.691068223101093,,
2022-12-12 04:03:00-03:00,423.0,-14.885965988535299,,
2022-12-12 04:04:00-03:00,424.0,-15.082355243320514,,
2022-12-12 04:05:00-03:00,425.0,-15.280216708015848,,
2022-12-12 04:06:00-03:00,426.0,-15.479530949305683,,
2022-12-12 04:07:00-03:00,427.0,-15.680278387542193,,
2022-12-12 04:08:00-03:00,428.0,-15.882439293003634,,
2022-12-12 04:09:00-03:00,429.0,-16.085993791161286,,
2022-12-12 04:10:00-03:00,430.0,-16.290921862609707,,
2022-12-12 04:11:00-03:00,431.0,-16.49720334498797,,
2022-12-12 04:12:00-03:00,432.0,-16.704817934857708,,
2022-12-12 04:13:00-03:00,433.0,-16.913745188800807,,
2022-12-12 04:14:00-03:00,434.0,-17.12396452433524,,
