America/Nuuk,minutes,SSH,min,max
2022-12-16 20:29:00-03:00,7169.0,14.171742958649428,,
2022-12-16 20:30:00-03:00,7170.0,13.797720738511435,,
2022-12-16 20:31:00-03:00,7171.0,13.422910111094943,,
2022-12-16 20:32:00-03:00,7172.0,13.047330371636361,,
2022-12-16 20:33:00-03:00,7173.0,12.671000107703764,,
2022-12-16 20:34:00-03:00,7174.0,12.293938214111755,,
2022-12-16 20:35:00-03:00,7175.0,11.916163630809901,,
2022-12-16 20:36:00-03:00,7176.0,11.537695347746793,,
2022-12-16 20:37:00-03:00,7177.0,11.158552401134608,,
2022-12-16 20:38:00-03:00,7178.0,10.778753874912193,,
2022-12-16 20:39:00-03:00,7179.0,10.398318896985572,,
2022-12-16 20:40:00-03:00,7180.0,10.017266639741315,,
2022-12-16 20:41:00-03:00,7181.0,9.635616313305452,,
2022-12-16 20:42:00-03:00,7182.0,9.253387174763668,,
2022-12-16 20:43:00-03:00,7183.0,8.870598518198033,,
2022-12-16 20:44:00-03:00,7184.0,8.487269676974256,,
2022-12-16 20:45:00-03:00,7185.0,8.103419763948178,,
2022-12-16 20:46:00-03:00,7186.0,7.719068701525342,,
2022-12-16 20:47:00-03:00,7187.0,7.3342356765794525,,
2022-12-16 20:48:00-03:00,7188.0,6.948940166459587,,
2022-12-16 20:49:00-03:00,7189.0,6.563201677192149,,
2022-12-16 20:50:00-03:00,7190.0,6.177039751248047,,
2022-12-16 20:51:00-03:00,7191.0,5.790473962491799,,
2022-12-16 20:52:00-03:00,7192.0,5.403523909579813,,
2022-12-16 20:53:00-03:00,7193.0,5.016208959799916,,
2022-12-16 20:54:00-03:00,7194.0,4.628549288701091,,
2022-12-16 20:55:00-03:00,7195.0,4.240564319389834,,
2022-12-16 20:56:00-03:00,7196.0,3.852273754527432,,
2022-12-16 20:57:00-03:00,7197.0,3.4636973238143556,,
2022-12-16 20:58:00-03:00,7198.0,3.074854776632365,,
2022-12-16 20:59:00-03:00,7199.0,2.685765884225697,,
2022-12-16 21:00:00-03:00,7200.0,2.2964504344901653,,
2022-12-16 21:01:00-03:00,7201.0,1.9069282378173982,,
2022-12-16 21:02:00-03:00,7202.0,1.5172191172253178,,
2022-12-16 21:03:00-03:00,7203.0,1.1273429155036425,,
2022-12-16 21:04:00-03:00,7204.0,0.7373194864792992,,
2022-12-16 21:05:00-03:00,7205.0,0.34716870018121954,,
2022-12-16 21:06:00-03:00,7206.0,-0.04308956594836384,,
2022-12-16 21:07:00-03:00,7207.0,-0.43343541889868725,,
2022-12-16 21:08:00-03:00,7208.0,-0.8238492183078486,,
2022-12-16 21:09:00-03:00,7209.0,-1.2143105339585878,,
2022-12-16 21:10:00-03:00,7210.0,-1.6047997114919492,,
2022-12-16 21:11:00-03:00,7211.0,-1.9952968267528224,,
2022-12-16 21:12:00-03:00,7212.0,-2.3857819553531807,,
2022-12-16 21:13:00-03:00,7213.0,-2.776235166226806,,
2022-12-16 21:14:00-03:00,7214.0,-3.1666365301860844,,
2022-12-16 21:15:00-03:00,7215.0,-3.5569661101764725,,
2022-12-16 21:16:00-03:00,7216.0,-3.9472042382152885,,
2022-12-16 21:17:00-03:00,7217.0,-4.337330460032056,,
2022-12-16 21:18:00-03:00,7218.0,-4.727325109757407,,
2022-12-16 21:19:00-03:00,7219.0,-5.117168262798602,,
2022-12-16 21:20:00-03:00,7220.0,-5.50684000205977,,
2022-12-16 21:21:00-03:00,7221.0,-5.8963204133749105,,
2022-12-16 21:22:00-03:00,7222.0,-6.285589593397058,,
2022-12-16 21:23:00-03:00,7223.0,-6.674627649670304,,
2022-12-16 21:24:00-03:00,7224.0,-7.063414693448797,,
2022-12-16 21:25:00-03:00,7225.0,-7.451930855119146,,
2022-12-16 21:26:00-03:00,7226.0,-7.840156275662811,,
2022-12-16 21:27:00-03:00,7227.0,-8.22807110352556,,
2022-12-16 21:28:00-03:00,7228.0,-8.615655510153628,,
2022-12-16 21:29:00-03:00,7229.0,-9.002889681364074,,
2022-12-16 21:30:00-03:00,7230.0,-9.389754078628542,,
2022-12-16 21:31:00-03:00,7231.0,-9.776228406297802,,
2022-12-16 21:32:00-03:00,7232.0,-10.16229316701564,,
2022-12-16 21:33:00-03:00,7233.0,-10.547928623850911,,
2022-12-16 21:34:00-03:00,7234.0,-10.933115060699224,,
2022-12-16 21:35:00-03:00,7235.0,-11.317832789140159,,
2022-12-16 21:36:00-03:00,7236.0,-11.70206214443868,,
2022-12-16 21:37:00-03:00,7237.0,-12.085783489210023,,
2022-12-16 21:38:00-03:00,7238.0,-12.468977467674758,,
2022-12-16 21:39:00-03:00,7239.0,-12.851623986300668,,
2022-12-16 21:40:00-03:00,7240.0,-13.233703748705333,,
2022-12-16 21:41:00-03:00,7241.0,-13.615197232551889,,
2022-12-16 21:42:00-03:00,7242.0,-13.996084950524015,,
2022-12-16 21:43:00-03:00,7243.0,-14.376347447079526,,
2022-12-16 21:44:00-03:00,7244.0,-14.755965302831628,,
2022-12-16 21:45:00-03:00,7245.0,-15.134919133970525,,
2022-12-16 21:46:00-03:00,7246.0,-15.513189593014804,,
2022-12-16 21:47:00-03:00,7247.0,-15.890757371460019,,
2022-12-16 21:48:00-03:00,7248.0,-16.267603203737053,,
2022-12-16 21:49:00-03:00,7249.0,-16.643707858715498,,
2022-12-16 21:50:00-03:00,7250.0,-17.019052150100713,,
2022-12-16 21:51:00-03:00,7251.0,-17.39361693678176,,
2022-12-16 21:52:00-03:00,7252.0,-17.767383121103848,,
2022-12-16 21:53:00-03:00,7253.0,-18.140331898922017,,
2022-12-16 21:54:00-03:00,7254.0,-18.512443765936386,,
2022-12-16 21:55:00-03:00,7255.0,-18.883700015895602,,
2022-12-16 21:56:00-03:00,7256.0,-19.25408173928937,,
2022-12-16 21:57:00-03:00,7257.0,-19.623570076004786,,
2022-12-16 21:58:00-03:00,7258.0,-19.992146220757157,,
2022-12-16 21:59:00-03:00,7259.0,-20.359791420029847,,
2022-12-16 22:00:00-03:00,7260.0,-20.726486974657846,,
2022-12-16 22:01:00-03:00,7261.0,-21.092214482650668,,
2022-12-16 22:02:00-03:00,7262.0,-21.456954867188283,,
2022-12-16 22:03:00-03:00,7263.0,-21.820689842088377,,
2022-12-16 22:04:00-03:00,7264.0,-22.18340093111855,,
2022-12-16 22:05:00-03:00,7265.0,-22.545069724463428,,
2022-12-16 22:06:00-03:00,7266.0,-22.90567786633716,,
2022-12-16 22:07:00-03:00,7267.0,-23.265207069355103,,
2022-12-16 22:08:00-03:00,7268.0,-23.62363910569716,,
2022-12-16 22:09:00-03:00,7269.0,-23.980955810769814,,
2022-12-16 22:10:00-03:00,7270.0,-24.33713908539418,,
2022-12-16 22:11:00-03:00,7271.0,-24.69217089942388,,
2022-12-16 22:12:00-03:00,7272.0,-25.046033288270657,,
2022-12-16 22:13:00-03:00,7273.0,-25.39870835768388,,
2022-12-16 22:14:00-03:00,7274.0,-25.75017828081737,,
2022-12-16 22:15:00-03:00,7275.0,-26.100425540359307,,
2022-12-16 22:16:00-03:00,7276.0,-26.44943197829678,,
2022-12-16 22:17:00-03:00,7277.0,-26.797180224075756,,
2022-12-16 22:18:00-03:00,7278.0,-27.143652741235464,,
2022-12-16 22:19:00-03:00,7279.0,-27.488832071133107,,
2022-12-16 22:20:00-03:00,7280.0,-27.83270082734876,,
2022-12-16 22:21:00-03:00,7281.0,-28.17524170593803,,
2022-12-16 22:22:00-03:00,7282.0,-28.516437478252875,,
2022-12-16 22:23:00-03:00,7283.0,-28.856271223316792,,
2022-12-16 22:24:00-03:00,7284.0,-29.194725417476143,,
2022-12-16 22:25:00-03:00,7285.0,-29.531783302035013,,
2022-12-16 22:26:00-03:00,7286.0,-29.86742797477876,,
2022-12-16 22:27:00-03:00,7287.0,-30.201642616653206,,
2022-12-16 22:28:00-03:00,7288.0,-30.534410493943376,,
2022-12-16 22:29:00-03:00,7289.0,-30.865714954872757,,
2022-12-16 22:30:00-03:00,7290.0,-31.195539439182568,,
2022-12-16 22:31:00-03:00,7291.0,-31.523867472317846,,
2022-12-16 22:32:00-03:00,7292.0,-31.85068267176027,,
2022-12-16 22:33:00-03:00,7293.0,-32.175968738017986,,
2022-12-16 22:34:00-03:00,7294.0,-32.499709469955334,,
2022-12-16 22:35:00-03:00,7295.0,-32.821888754671235,,
2022-12-16 22:36:00-03:00,7296.0,-33.14249057169099,,
2022-12-16 22:37:00-03:00,7297.0,-33.46149899688501,,
2022-12-16 22:38:00-03:00,7298.0,-33.778898409287734,,
2022-12-16 22:39:00-03:00,7299.0,-34.094672653630106,,
2022-12-16 22:40:00-03:00,7300.0,-34.408806301139336,,
2022-12-16 22:41:00-03:00,7301.0,-34.72128381408885,,
2022-12-16 22:42:00-03:00,7302.0,-35.03208975009186,,
2022-12-16 22:43:00-03:00,7303.0,-35.3412087666096,,
2022-12-16 22:44:00-03:00,7304.0,-35.64862562701033,,
2022-12-16 22:45:00-03:00,7305.0,-35.95432518651484,,
2022-12-16 22:46:00-03:00,7306.0,-36.2582926143385,,
2022-12-16 22:47:00-03:00,7307.0,-36.560512571224834,,
2022-12-16 22:48:00-03:00,7308.0,-36.86097042858905,,
2022-12-16 22:49:00-03:00,7309.0,-37.15965146622832,,
2022-12-16 22:50:00-03:00,7310.0,-37.45654106453529,,
2022-12-16 22:51:00-03:00,7311.0,-37.751624715532145,,
2022-12-16 22:52:00-03:00,7312.0,-38.044888013325625,,
2022-12-16 22:53:00-03:00,7313.0,-38.33631666734894,,
2022-12-16 22:54:00-03:00,7314.0,-38.62589649204347,,
2022-12-16 22:55:00-03:00,7315.0,-38.9136134141642,,
2022-12-16 22:56:00-03:00,7316.0,-39.19945347139506,,
2022-12-16 22:57:00-03:00,7317.0,-39.483402814725544,,
2022-12-16 22:58:00-03:00,7318.0,-39.765447708260304,,
2022-12-16 22:59:00-03:00,7319.0,-40.04557452892783,,
2022-12-16 23:00:00-03:00,7320.0,-40.323769955792514,,
2022-12-16 23:01:00-03:00,7321.0,-40.600020222536784,,
2022-12-16 23:02:00-03:00,7322.0,-40.87431223929586,,
2022-12-16 23:03:00-03:00,7323.0,-41.14663285024533,,
2022-12-16 23:04:00-03:00,7324.0,-41.4169690134965,,
2022-12-16 23:05:00-03:00,7325.0,-41.68530780781311,,
2022-12-16 23:06:00-03:00,7326.0,-41.9516364332333,,
2022-12-16 23:07:00-03:00,7327.0,-42.21594220521151,,
2022-12-16 23:08:00-03:00,7328.0,-42.47821274099836,,
2022-12-16 23:09:00-03:00,7329.0,-42.73843524752062,,
2022-12-16 23:10:00-03:00,7330.0,-42.99659758849104,,
2022-12-16 23:11:00-03:00,7331.0,-43.25268756999884,,
2022-12-16 23:12:00-03:00,7332.0,-43.506693125453914,,
2022-12-16 23:13:00-03:00,7333.0,-43.7586023089843,,
2022-12-16 23:14:00-03:00,7334.0,-44.008403304205416,,
2022-12-16 23:15:00-03:00,7335.0,-44.256084421170826,,
2022-12-16 23:16:00-03:00,7336.0,-44.50163409286938,,
2022-12-16 23:17:00-03:00,7337.0,-44.74504088481367,,
2022-12-16 23:18:00-03:00,7338.0,-44.98629348703629,,
2022-12-16 23:19:00-03:00,7339.0,-45.22538072051286,,
2022-12-16 23:20:00-03:00,7340.0,-45.462291537728184,,
2022-12-16 23:21:00-03:00,7341.0,-45.69701501693641,,
2022-12-16 23:22:00-03:00,7342.0,-45.9295403717354,,
2022-12-16 23:23:00-03:00,7343.0,-46.1598570986892,,
2022-12-16 23:24:00-03:00,7344.0,-46.38795436538201,,
2022-12-16 23:25:00-03:00,7345.0,-46.61382193547018,,
2022-12-16 23:26:00-03:00,7346.0,-46.837449552108154,,
2022-12-16 23:27:00-03:00,7347.0,-47.0588270923025,,
2022-12-16 23:28:00-03:00,7348.0,-47.27794456616545,,
2022-12-16 23:29:00-03:00,7349.0,-47.49479212171149,,
2022-12-16 23:30:00-03:00,7350.0,-47.70936004060775,,
2022-12-16 23:31:00-03:00,7351.0,-47.92163888395288,,
2022-12-16 23:32:00-03:00,7352.0,-48.13161892405921,,
2022-12-16 23:33:00-03:00,7353.0,-48.33929099786413,,
2022-12-16 23:34:00-03:00,7354.0,-48.544645937821656,,
2022-12-16 23:35:00-03:00,7355.0,-48.74767471552758,,
2022-12-16 23:36:00-03:00,7356.0,-48.9483684381851,,
2022-12-16 23:37:00-03:00,7357.0,-49.14671835838111,,
2022-12-16 23:38:00-03:00,7358.0,-49.34271586461261,,
2022-12-16 23:39:00-03:00,7359.0,-49.536352489399725,,
2022-12-16 23:40:00-03:00,7360.0,-49.727619905318896,,
2022-12-16 23:41:00-03:00,7361.0,-49.91650992414466,,
2022-12-16 23:42:00-03:00,7362.0,-50.10301450324087,,
2022-12-16 23:43:00-03:00,7363.0,-50.287125742069406,,
2022-12-16 23:44:00-03:00,7364.0,-50.46883588214301,,
2022-12-16 23:45:00-03:00,7365.0,-50.648137427449704,,
2022-12-16 23:46:00-03:00,7366.0,-50.82502266850555,,
2022-12-16 23:47:00-03:00,7367.0,-50.999484399338776,,
2022-12-16 23:48:00-03:00,7368.0,-51.17151543875097,,
2022-12-16 23:49:00-03:00,7369.0,-51.34110875116551,,
2022-12-16 23:50:00-03:00,7370.0,-51.50825744638061,,
2022-12-16 23:51:00-03:00,7371.0,-51.67295478153358,,
2022-12-16 23:52:00-03:00,7372.0,-51.83519415569238,,
2022-12-16 23:53:00-03:00,7373.0,-51.99496922506924,,
2022-12-16 23:54:00-03:00,7374.0,-52.15227347274305,,
2022-12-16 23:55:00-03:00,7375.0,-52.307100849116786,,
2022-12-16 23:56:00-03:00,7376.0,-52.45944534548461,,
2022-12-16 23:57:00-03:00,7377.0,-52.60930110294104,,
2022-12-16 23:58:00-03:00,7378.0,-52.7566624075411,,
2022-12-16 23:59:00-03:00,7379.0,-52.90152369555886,,
2022-12-17 00:00:00-03:00,7380.0,-53.04387955407448,,
2022-12-17 00:01:00-03:00,7381.0,-53.183724717483315,,
2022-12-17 00:02:00-03:00,7382.0,-53.321054071386406,,
2022-12-17 00:03:00-03:00,7383.0,-53.45586264996144,,
2022-12-17 00:04:00-03:00,7384.0,-53.58814563723493,,
2022-12-17 00:05:00-03:00,7385.0,-53.717898368795794,,
2022-12-17 00:06:00-03:00,7386.0,-53.845116331073825,,
2022-12-17 00:07:00-03:00,7387.0,-53.96979516017198,,
2022-12-17 00:08:00-03:00,7388.0,-54.09193072524702,,
2022-12-17 00:09:00-03:00,7389.0,-54.21151880187228,,
2022-12-17 00:10:00-03:00,7390.0,-54.32855556261208,,
2022-12-17 00:11:00-03:00,7391.0,-54.443037250392244,,
2022-12-17 00:12:00-03:00,7392.0,-54.55496025919984,,
2022-12-17 00:13:00-03:00,7393.0,-54.664321135269766,,
2022-12-17 00:14:00-03:00,7394.0,-54.771116577616205,,
2022-12-17 00:15:00-03:00,7395.0,-54.87534343546464,,
2022-12-17 00:16:00-03:00,7396.0,-54.97699878145187,,
2022-12-17 00:17:00-03:00,7397.0,-55.076079633546016,,
2022-12-17 00:18:00-03:00,7398.0,-55.1725833702299,,
2022-12-17 00:19:00-03:00,7399.0,-55.26650745244972,,
2022-12-17 00:20:00-03:00,7400.0,-55.35784949536914,,
2022-12-17 00:21:00-03:00,7401.0,-55.44660726569529,,
2022-12-17 00:22:00-03:00,7402.0,-55.532778684395424,,
2022-12-17 00:23:00-03:00,7403.0,-55.61636182482827,,
2022-12-17 00:24:00-03:00,7404.0,-55.69735491466046,,
2022-12-17 00:25:00-03:00,7405.0,-55.775756333842,,
2022-12-17 00:26:00-03:00,7406.0,-55.85156461628332,,
2022-12-17 00:27:00-03:00,7407.0,-55.92477844854897,,
2022-12-17 00:28:00-03:00,7408.0,-55.995396671250184,,
2022-12-17 00:29:00-03:00,7409.0,-56.06341827772145,,
2022-12-17 00:30:00-03:00,7410.0,-56.12884245855345,,
2022-12-17 00:31:00-03:00,7411.0,-56.19166842673354,,
2022-12-17 00:32:00-03:00,7412.0,-56.25189568037232,,
2022-12-17 00:33:00-03:00,7413.0,-56.30952382714124,,
2022-12-17 00:34:00-03:00,7414.0,-56.364552626884745,,
2022-12-17 00:35:00-03:00,7415.0,-56.416981993471396,,
2022-12-17 00:36:00-03:00,7416.0,-56.46681199430421,,
2022-12-17 00:37:00-03:00,7417.0,-56.51404284858168,,
2022-12-17 00:38:00-03:00,7418.0,-56.55867495856184,,
2022-12-17 00:39:00-03:00,7419.0,-56.60070879054339,,
2022-12-17 00:40:00-03:00,7420.0,-56.640145053749045,,
2022-12-17 00:41:00-03:00,7421.0,-56.676984579249144,,
2022-12-17 00:42:00-03:00,7422.0,-56.71122835160871,,
2022-12-17 00:43:00-03:00,7423.0,-56.742877507077324,,
2022-12-17 00:44:00-03:00,7424.0,-56.77193333408665,,
2022-12-17 00:45:00-03:00,7425.0,-56.798397273959246,,
2022-12-17 00:46:00-03:00,7426.0,-56.822270918843806,,
2022-12-17 00:47:00-03:00,7427.0,-56.843556014014816,,
2022-12-17 00:48:00-03:00,7428.0,-56.86225445572395,,
2022-12-17 00:49:00-03:00,7429.0,-56.87836829120057,,
2022-12-17 00:50:00-03:00,7430.0,-56.891899720174955,,
2022-12-17 00:51:00-03:00,7431.0,-56.90285109209946,,
2022-12-17 00:52:00-03:00,7432.0,-56.911224908213384,,
2022-12-17 00:53:00-03:00,7433.0,-56.917023822409995,,
2022-12-17 00:54:00-03:00,7434.0,-56.92025062917547,,
2022-12-17 00:55:00-03:00,7435.0,-56.920908284924444,-56.920908284924444,
2022-12-17 00:56:00-03:00,7436.0,-56.918999891308545,,
2022-12-17 00:57:00-03:00,7437.0,-56.914528699015236,,
2022-12-17 00:58:00-03:00,7438.0,-56.90749810926964,,
2022-12-17 00:59:00-03:00,7439.0,-56.89791167121599,,
2022-12-17 01:00:00-03:00,7440.0,-56.88577308294577,,
2022-12-17 01:01:00-03:00,7441.0,-56.871086179966454,,
2022-12-17 01:02:00-03:00,7442.0,-56.85385497667009,,
2022-12-17 01:03:00-03:00,7443.0,-56.83408360667125,,
2022-12-17 01:04:00-03:00,7444.0,-56.81177635892225,,
2022-12-17 01:05:00-03:00,7445.0,-56.78693767077515,,
2022-12-17 01:06:00-03:00,7446.0,-56.759572125265144,,
2022-12-17 01:07:00-03:00,7447.0,-56.72968445122062,,
2022-12-17 01:08:00-03:00,7448.0,-56.69727952546006,,
2022-12-17 01:09:00-03:00,7449.0,-56.66236236839299,,
2022-12-17 01:10:00-03:00,7450.0,-56.62493814652533,,
2022-12-17 01:11:00-03:00,7451.0,-56.585012170429394,,
2022-12-17 01:12:00-03:00,7452.0,-56.54258989528705,,
2022-12-17 01:13:00-03:00,7453.0,-56.49767692072275,,
2022-12-17 01:14:00-03:00,7454.0,-56.450278989054326,,
2022-12-17 01:15:00-03:00,7455.0,-56.40040195221242,,
2022-12-17 01:16:00-03:00,7456.0,-56.34805190482489,,
2022-12-17 01:17:00-03:00,7457.0,-56.293234984054216,,
2022-12-17 01:18:00-03:00,7458.0,-56.23595750309454,,
2022-12-17 01:19:00-03:00,7459.0,-56.17622591398052,,
2022-12-17 01:20:00-03:00,7460.0,-56.11404681081776,,
2022-12-17 01:21:00-03:00,7461.0,-56.049426926946076,,
2022-12-17 01:22:00-03:00,7462.0,-55.98237313718909,,
2022-12-17 01:23:00-03:00,7463.0,-55.91289240598829,,
2022-12-17 01:24:00-03:00,7464.0,-55.840991978168894,,
2022-12-17 01:25:00-03:00,7465.0,-55.766679096613046,,
2022-12-17 01:26:00-03:00,7466.0,-55.68996118837688,,
2022-12-17 01:27:00-03:00,7467.0,-55.610845818166275,,
2022-12-17 01:28:00-03:00,7468.0,-55.52934068508334,,
2022-12-17 01:29:00-03:00,7469.0,-55.44545362627109,,
2022-12-17 01:30:00-03:00,7470.0,-55.35919261210005,,
2022-12-17 01:31:00-03:00,7471.0,-55.270565749432755,,
2022-12-17 01:32:00-03:00,7472.0,-55.179581278275144,,
2022-12-17 01:33:00-03:00,7473.0,-55.086247571901126,,
2022-12-17 01:34:00-03:00,7474.0,-54.99057313686663,,
2022-12-17 01:35:00-03:00,7475.0,-54.892566611226634,,
2022-12-17 01:36:00-03:00,7476.0,-54.79223676613704,,
2022-12-17 01:37:00-03:00,7477.0,-54.68959250254476,,
2022-12-17 01:38:00-03:00,7478.0,-54.5846427803089,,
2022-12-17 01:39:00-03:00,7479.0,-54.47739690159688,,
2022-12-17 01:40:00-03:00,7480.0,-54.36786408713762,,
2022-12-17 01:41:00-03:00,7481.0,-54.2560537558539,,
2022-12-17 01:42:00-03:00,7482.0,-54.141975453703104,,
2022-12-17 01:43:00-03:00,7483.0,-54.02563885296783,,
2022-12-17 01:44:00-03:00,7484.0,-53.907053752177994,,
2022-12-17 01:45:00-03:00,7485.0,-53.78623007753721,,
2022-12-17 01:46:00-03:00,7486.0,-53.66317779542161,,
2022-12-17 01:47:00-03:00,7487.0,-53.53790724358179,,
2022-12-17 01:48:00-03:00,7488.0,-53.41042863742172,,
2022-12-17 01:49:00-03:00,7489.0,-53.28075239765974,,
2022-12-17 01:50:00-03:00,7490.0,-53.148889065172945,,
2022-12-17 01:51:00-03:00,7491.0,-53.014849302748026,,
2022-12-17 01:52:00-03:00,7492.0,-52.87864389307486,,
2022-12-17 01:53:00-03:00,7493.0,-52.74028373824772,,
2022-12-17 01:54:00-03:00,7494.0,-52.599779860725825,,
2022-12-17 01:55:00-03:00,7495.0,-52.45714339976093,,
2022-12-17 01:56:00-03:00,7496.0,-52.312385611706915,,
2022-12-17 01:57:00-03:00,7497.0,-52.16551786818589,,
2022-12-17 01:58:00-03:00,7498.0,-52.016551660682794,,
2022-12-17 01:59:00-03:00,7499.0,-51.86549859161313,,
2022-12-17 02:00:00-03:00,7500.0,-51.71237027465464,,
2022-12-17 02:01:00-03:00,7501.0,-51.55717874607816,,
2022-12-17 02:02:00-03:00,7502.0,-51.39993584570469,,
2022-12-17 02:03:00-03:00,7503.0,-51.24065362988883,,
2022-12-17 02:04:00-03:00,7504.0,-51.07934426185079,,
2022-12-17 02:05:00-03:00,7505.0,-50.91602001782888,,
2022-12-17 02:06:00-03:00,7506.0,-50.750693279968736,,
2022-12-17 02:07:00-03:00,7507.0,-50.5833765415546,,
2022-12-17 02:08:00-03:00,7508.0,-50.414082286877516,,
2022-12-17 02:09:00-03:00,7509.0,-50.24282344704061,,
2022-12-17 02:10:00-03:00,7510.0,-50.06961271970678,,
2022-12-17 02:11:00-03:00,7511.0,-49.89446301987722,,
2022-12-17 02:12:00-03:00,7512.0,-49.7173873670889,,
2022-12-17 02:13:00-03:00,7513.0,-49.53839888145312,,
2022-12-17 02:14:00-03:00,7514.0,-49.35751078525618,,
2022-12-17 02:15:00-03:00,7515.0,-49.17473640333987,,
2022-12-17 02:16:00-03:00,7516.0,-48.990089157414864,,
2022-12-17 02:17:00-03:00,7517.0,-48.80358257150758,,
2022-12-17 02:18:00-03:00,7518.0,-48.61523026529604,,
2022-12-17 02:19:00-03:00,7519.0,-48.42504595487843,,
2022-12-17 02:20:00-03:00,7520.0,-48.23304345667613,,
2022-12-17 02:21:00-03:00,7521.0,-48.03923667518662,,
2022-12-17 02:22:00-03:00,7522.0,-47.843639615980585,,
2022-12-17 02:23:00-03:00,7523.0,-47.646266238958155,,
2022-12-17 02:24:00-03:00,7524.0,-47.44713100069626,,
2022-12-17 02:25:00-03:00,7525.0,-47.24624804597662,,
2022-12-17 02:26:00-03:00,7526.0,-47.04363174509921,,
2022-12-17 02:27:00-03:00,7527.0,-46.839296554895675,,
2022-12-17 02:28:00-03:00,7528.0,-46.63325702392667,,
2022-12-17 02:29:00-03:00,7529.0,-46.42552778533579,,
2022-12-17 02:30:00-03:00,7530.0,-46.21612355907933,,
2022-12-17 02:31:00-03:00,7531.0,-46.005059006749796,,
2022-12-17 02:32:00-03:00,7532.0,-45.79234930349314,,
2022-12-17 02:33:00-03:00,7533.0,-45.57800927973773,,
2022-12-17 02:34:00-03:00,7534.0,-45.362053989169276,,
2022-12-17 02:35:00-03:00,7535.0,-45.14449856685752,,
2022-12-17 02:36:00-03:00,7536.0,-44.925358229376734,,
2022-12-17 02:37:00-03:00,7537.0,-44.704648270803936,,
2022-12-17 02:38:00-03:00,7538.0,-44.48238406253277,,
2022-12-17 02:39:00-03:00,7539.0,-44.25858105336944,,
2022-12-17 02:40:00-03:00,7540.0,-44.033254768090295,,
2022-12-17 02:41:00-03:00,7541.0,-43.806420807695716,,
2022-12-17 02:42:00-03:00,7542.0,-43.57809484316165,,
2022-12-17 02:43:00-03:00,7543.0,-43.34829262107121,,
2022-12-17 02:44:00-03:00,7544.0,-43.11702995589343,,
2022-12-17 02:45:00-03:00,7545.0,-42.88432258171799,,
2022-12-17 02:46:00-03:00,7546.0,-42.6501867637062,,
2022-12-17 02:47:00-03:00,7547.0,-42.41463837379905,,
2022-12-17 02:48:00-03:00,7548.0,-42.177693500270955,,
2022-12-17 02:49:00-03:00,7549.0,-41.939368303680396,,
2022-12-17 02:50:00-03:00,7550.0,-41.69967900510109,,
2022-12-17 02:51:00-03:00,7551.0,-41.45864189026491,,
2022-12-17 02:52:00-03:00,7552.0,-41.21627330574448,,
2022-12-17 02:53:00-03:00,7553.0,-40.97258950236511,,
2022-12-17 02:54:00-03:00,7554.0,-40.727607275195524,,
2022-12-17 02:55:00-03:00,7555.0,-40.481342989912335,,
2022-12-17 02:56:00-03:00,7556.0,-40.233813234671096,,
2022-12-17 02:57:00-03:00,7557.0,-39.98503465478107,,
2022-12-17 02:58:00-03:00,7558.0,-39.73502394984894,,
2022-12-17 02:59:00-03:00,7559.0,-39.48379787646696,,
2022-12-17 03:00:00-03:00,7560.0,-39.23137324185203,,
2022-12-17 03:01:00-03:00,7561.0,-38.97776690861869,,
2022-12-17 03:02:00-03:00,7562.0,-38.72299578819933,,
2022-12-17 03:03:00-03:00,7563.0,-38.46707684346764,,
2022-12-17 03:04:00-03:00,7564.0,-38.21002708409811,,
2022-12-17 03:05:00-03:00,7565.0,-37.951863570989495,,
2022-12-17 03:06:00-03:00,7566.0,-37.692603410171685,,
2022-12-17 03:07:00-03:00,7567.0,-37.432263750956785,,
2022-12-17 03:08:00-03:00,7568.0,-37.17086161260333,,
2022-12-17 03:09:00-03:00,7569.0,-36.90841458735996,,
2022-12-17 03:10:00-03:00,7570.0,-36.64493977952394,,
2022-12-17 03:11:00-03:00,7571.0,-36.38045450923531,,
2022-12-17 03:12:00-03:00,7572.0,-36.11497613638738,,
2022-12-17 03:13:00-03:00,7573.0,-35.84852206321401,,
2022-12-17 03:14:00-03:00,7574.0,-35.58110972343241,,
2022-12-17 03:15:00-03:00,7575.0,-35.31275658995568,,
2022-12-17 03:16:00-03:00,7576.0,-35.043479988890155,,
2022-12-17 03:17:00-03:00,7577.0,-34.77329782427365,,
2022-12-17 03:18:00-03:00,7578.0,-34.50222748758349,,
2022-12-17 03:19:00-03:00,7579.0,-34.23028658278503,,
2022-12-17 03:20:00-03:00,7580.0,-33.95749274597163,,
2022-12-17 03:21:00-03:00,7581.0,-33.68386364093132,,
2022-12-17 03:22:00-03:00,7582.0,-33.409416956402985,,
2022-12-17 03:23:00-03:00,7583.0,-33.134170412881744,,
2022-12-17 03:24:00-03:00,7584.0,-32.85814175329339,,
2022-12-17 03:25:00-03:00,7585.0,-32.58134874485795,,
2022-12-17 03:26:00-03:00,7586.0,-32.30380917648803,,
2022-12-17 03:27:00-03:00,7587.0,-32.02554085870356,,
2022-12-17 03:28:00-03:00,7588.0,-31.746561628015257,,
2022-12-17 03:29:00-03:00,7589.0,-31.466889334196367,,
2022-12-17 03:30:00-03:00,7590.0,-31.186541658254015,,
2022-12-17 03:31:00-03:00,7591.0,-30.905536862006873,,
